Time,ParameterName,ParameterValue
2023-01-21T22:00:00Z,PRA_PT1H_ACC,NaN
2023-01-21T22:00:00Z,PRI_PT1H_MAX,NaN
2023-01-21T22:00:00Z,PA_PT1H_AVG,1038
2023-01-21T22:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-21T23:00:00Z,TA_PT1H_AVG,-2.9
2023-01-21T23:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//RQs/gmBcNnbIS9nIfnO7/wWXeqUnL5y2GAbCKy94cn3T
ASfFIQ30XxbP67aUfPIsiGrj8Bb9a4LrNRbbUMC+fLZ7SP1M1mhBm1W2Zt5Hj/1s
z4Xl06IGpXGseEsIEPM8zpckESOD65Is4qGYkc8aiAzgYl/WrEg8Z4XjgysN/fV/
0ehXMN6Z4BvnBTS4DPjYTlFIQwx3Bz4"
2023-01-21T23:00:00Z,TA_PT1H_MIN,-3
2023-01-21T23:00:00Z,RH_PT1H_AVG,91
2023-01-21T23:00:00Z,WS_PT1H_AVG,1.8
2023-01-21T23:00:00Z,WS_PT1H_MAX,2.3
2023-01-21T23:00:00Z,WS_PT1H_MIN,1.3
2023-01-21T23:00:00Z,WD_PT1H_AVG,266
2023-01-21T23:00:00Z,PRA_PT1H_ACC,NaN
2023-01-21T23:00:00Z,PRI_PT1H_MAX,NaN
2023-01-21T23:00:00Z,PA_PT1H_AVG,1038.2
2023-01-21T23:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T00:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAyC6Au6aP5KkXThfLZDFPeVvW5O+M1SQ9lUvGsnHUNQuf
v9JKJbD+wGuEl3GBHPawNOte5HZOnu25klNL+8gepUmPUrlTipFsdFR/r939mlJ2
++8ev2PrNrE2KO/8E8+CpS3hQqVGVGXlgsZHA6/4mdBmpUyt2J4VtS8lVXpW/ej7
fpNMMSQQv3KejXIwXx/bGrxOjJpmh4d"
2023-01-22T00:00:00Z,TA_PT1H_MAX,-3
2023-01-22T00:00:00Z,TA_PT1H_MIN,-3.3
2023-01-22T00:00:00Z,RH_PT1H_AVG,91
2023-01-22T00:00:00Z,WS_PT1H_AVG,1.6
2023-01-22T00:00:00Z,WS_PT1H_MAX,1.9
2023-01-22T00:00:00Z,WS_PT1H_MIN,1.1
2023-01-22T00:00:00Z,WD_PT1H_AVG,265
2023-01-22T00:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T00:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T00:00:00Z,PA_PT1H_AVG,1038.4
2023-01-22T00:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T01:00:00Z,TA_PT1H_AVG,-3.3
2023-01-22T01:00:00Z,TA_PT1H_MAX,-3.2
2023-01-22T01:00:00Z,TA_PT1H_MIN,-3.4
2023-01-22T01:00:00Z,RH_PT1H_AVG,92
2023-01-22T01:00:00Z,WS_PT1H_AVG,1.5
2023-01-22T01:00:00Z,WS_PT1H_MAX,2.2
2023-01-22T01:00:00Z,WS_PT1H_MIN,0.9
2023-01-22T01:00:00Z,WD_PT1H_AVG,218
2023-01-22T01:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T01:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T01:00:00Z,PA_PT1H_AVG,1038.4
2023-01-22T01:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T02:00:00Z,TA_PT1H_AVG,-3.6
2023-01-22T02:00:00Z,TA_PT1H_MAX,-3.3
2023-01-22T02:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAsdCz5tgdl84YEcrmF73RcifQ0Qe/zR4IkiO/0VmZVuhp
xJJbAUssmkNaxSMzP2nrQuU1yCoTnQ6tP9k46APNDjNKFtKHPb5VwFVZrP1swEVb
mwFXWE082rTDS90j39kBwkcxJntlTe78qVaWfkOUdVIgcMVtXEUuRnBFJ0APLLcU
m4/m/4hnZJ8VY6fr3eQsHyUf3XaQhgE"
2023-01-22T02:00:00Z,RH_PT1H_AVG,93
2023-01-22T02:00:00Z,WS_PT1H_AVG,1.2
2023-01-22T02:00:00Z,WS_PT1H_MAX,1.6
2023-01-22T02:00:00Z,WS_PT1H_MIN,0.7
2023-01-22T02:00:00Z,WD_PT1H_AVG,198
2023-01-22T02:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T02:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T02:00:00Z,PA_PT1H_AVG,1038.4
2023-01-22T02:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T03:00:00Z,TA_PT1H_AVG,-3.9
2023-01-22T03:00:00Z,TA_PT1H_MAX,-3.7
2023-01-22T03:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/5AU74Q/tb8xPX3KP2OjA52I1yiosVWHWzs/uwllAuAbiH
ttEwocOkbbFx9z5YU1B2lidKmbOQygL+V4fs1MygQyZ4nbAVsiXLhO7btiuCtbp8
kWKgV2KdoLNoj8Ky1ccLRsdt/1obI9zDQRJWwtrrB7qLcNmsb5A6eiuhm3tKFl7U
M17vOk3/xh0hKpnsHxR2s5LGjN1STQv"
2023-01-22T03:00:00Z,RH_PT1H_AVG,94
2023-01-22T03:00:00Z,WS_PT1H_AVG,1.7
2023-01-22T03:00:00Z,WS_PT1H_MAX,2.4
2023-01-22T03:00:00Z,WS_PT1H_MIN,1.2
2023-01-22T03:00:00Z,WD_PT1H_AVG,184
2023-01-22T03:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T03:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T03:00:00Z,PA_PT1H_AVG,1038.6
2023-01-22T03:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T04:00:00Z,TA_PT1H_AVG,-4.1
2023-01-22T04:00:00Z,TA_PT1H_MAX,-4
2023-01-22T04:00:00Z,TA_PT1H_MIN,-4.3
2023-01-22T04:00:00Z,RH_PT1H_AVG,94
2023-01-22T04:00:00Z,WS_PT1H_AVG,2.1
2023-01-22T04:00:00Z,WS_PT1H_MAX,2.7
2023-01-22T04:00:00Z,WS_PT1H_MIN,1.2
2023-01-22T04:00:00Z,WD_PT1H_AVG,182
2023-01-22T04:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T04:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T04:00:00Z,PA_PT1H_AVG,1038.6
2023-01-22T04:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T05:00:00Z,TA_PT1H_AVG,-4.3
2023-01-22T05:00:00Z,TA_PT1H_MAX,-4.2
2023-01-22T05:00:00Z,TA_PT1H_MIN,-4.4
2023-01-22T05:00:00Z,RH_PT1H_AVG,96
2023-01-22T05:00:00Z,WS_PT1H_AVG,2.2
2023-01-22T05:00:00Z,WS_PT1H_MAX,3.3
2023-01-22T05:00:00Z,WS_PT1H_MIN,1.4
2023-01-22T05:00:00Z,WD_PT1H_AVG,178
2023-01-22T05:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T05:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T05:00:00Z,PA_PT1H_AVG,1038.6
2023-01-22T05:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T06:00:00Z,TA_PT1H_AVG,-4.6
2023-01-22T06:00:00Z,TA_PT1H_MAX,-4.3
2023-01-22T06:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAjSUAMV3BtL1Z40C4vAPJmA1U1ObhknYTdALTV+06Obyn
LOOx98LSr4n0qtidgj8AkFtku0ELXP061ey6yvaYkp1DrxQKoULLsckT/VatDugm
vvxH0InF01s41mPR3lFAAmCOCoclZycsQKttgciVOt1WF4hF928Ns7zCcgE42ty6
HNLlbymXuDxSHrXJ/EbY1et/q/voiCv"
2023-01-22T06:00:00Z,RH_PT1H_AVG,97
2023-01-22T06:00:00Z,WS_PT1H_AVG,3.1
2023-01-22T06:00:00Z,WS_PT1H_MAX,3.7
2023-01-22T06:00:00Z,WS_PT1H_MIN,2.2
2023-01-22T06:00:00Z,WD_PT1H_AVG,175
2023-01-22T06:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T06:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T06:00:00Z,PA_PT1H_AVG,1038.7
2023-01-22T06:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T07:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+P54I43IQB1KSmpDx8LPEznM/WvgcOulpQ7y4wXdnskyE
BMgCnSp7DF4Vgs5DSuhX7OMqabCYkogI/2jxmFj6Fp+fukajzzNcupqdUZA/70QQ
Q0bLamM9SK7VeNQRtZz7LMa31ID/dP8+gsiulakAYdUtGw0D6Su6Ga6otNKNY/Zb
h4JvH2eqqp9y1rCT5hbZ8MYUP6rxkqE"
2023-01-22T07:00:00Z,TA_PT1H_MAX,-4.8
2023-01-22T07:00:00Z,TA_PT1H_MIN,-5
2023-01-22T07:00:00Z,RH_PT1H_AVG,97
2023-01-22T07:00:00Z,WS_PT1H_AVG,2.6
2023-01-22T07:00:00Z,WS_PT1H_MAX,3.5
2023-01-22T07:00:00Z,WS_PT1H_MIN,2
2023-01-22T07:00:00Z,WD_PT1H_AVG,174
2023-01-22T07:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T07:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T07:00:00Z,PA_PT1H_AVG,1038.9
2023-01-22T07:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T08:00:00Z,TA_PT1H_AVG,-4.9
2023-01-22T08:00:00Z,TA_PT1H_MAX,-4.9
2023-01-22T08:00:00Z,TA_PT1H_MIN,-5
2023-01-22T08:00:00Z,RH_PT1H_AVG,97
2023-01-22T08:00:00Z,WS_PT1H_AVG,2.2
2023-01-22T08:00:00Z,WS_PT1H_MAX,2.7
2023-01-22T08:00:00Z,WS_PT1H_MIN,1.4
2023-01-22T08:00:00Z,WD_PT1H_AVG,177
2023-01-22T08:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T08:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T08:00:00Z,PA_PT1H_AVG,1039.3
2023-01-22T08:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T09:00:00Z,TA_PT1H_AVG,-4.9
2023-01-22T09:00:00Z,TA_PT1H_MAX,-4.8
2023-01-22T09:00:00Z,TA_PT1H_MIN,-5.1
2023-01-22T09:00:00Z,RH_PT1H_AVG,96
2023-01-22T09:00:00Z,WS_PT1H_AVG,2.9
2023-01-22T09:00:00Z,WS_PT1H_MAX,3.6
2023-01-22T09:00:00Z,WS_PT1H_MIN,1.7
2023-01-22T09:00:00Z,WD_PT1H_AVG,179
2023-01-22T09:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T09:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T09:00:00Z,PA_PT1H_AVG,1039.8
2023-01-22T09:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T10:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA3Xsvzc6rzIV87Rok2fw+kP66DbOKEvx1JzwBokE5rbFU
uWwLVnuvqGvI1gGSHC1yNtJmbK1OKMheZ02MX+He28NRbYQR9cTgxPf1lKzXeGYn
VXgUA9BGjBYCdvcnw95enph3uGAWWInSynC6VxQ/aC2PuAEqWVbIkvrII7M7kl5X
fZmJ+zMPXvYetCviEnMnyCd30oj3vex"
2023-01-22T10:00:00Z,TA_PT1H_MAX,-4.9
2023-01-22T10:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAst5vt0Rdg6MjAIBTERpxm1NDHxcxseTgq+MM/zV13XyW
3nGJ5qqn/beulxvH6iH36I8WHPSj0vD8S1akMJEd5lBpPBHITaORPRU0njRll+J7
mIYjHAj5M0vadXhw2TpGOgMfd4b6sALOal3lPqO6x0cL3w2Vc8RcI1MH9pZm0PbI
tscXOEYt/8cVjK58B8xfwpln3j7mICI"
2023-01-22T10:00:00Z,RH_PT1H_AVG,96
2023-01-22T10:00:00Z,WS_PT1H_AVG,2.7
2023-01-22T10:00:00Z,WS_PT1H_MAX,3.1
2023-01-22T10:00:00Z,WS_PT1H_MIN,1.8
2023-01-22T10:00:00Z,WD_PT1H_AVG,172
2023-01-22T10:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T10:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T10:00:00Z,PA_PT1H_AVG,1039.9
2023-01-22T10:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T11:00:00Z,TA_PT1H_AVG,-5
2023-01-22T11:00:00Z,TA_PT1H_MAX,-5
2023-01-22T11:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAwUINP/t0Ntv9f+RUYGV5b7g+iYYW8mzqXs55r0hofJxH
77p1HSqiiHmQiyh+e5qp2KYcZPv3nM/M6DM6LJPy64Lfxn3Izae0wDdBHsYAJX37
8oX0LBPxTlXHp20Ea+vKkw59/3Q/uddPm7vC1xCreIJSBVipYhCxQlhJ0Isch4AE
1XHPKHzerGQwpdp0SuLpO4UGikqHdiu"
2023-01-22T11:00:00Z,RH_PT1H_AVG,96
2023-01-22T11:00:00Z,WS_PT1H_AVG,2.8
2023-01-22T11:00:00Z,WS_PT1H_MAX,3.2
2023-01-22T11:00:00Z,WS_PT1H_MIN,2.4
2023-01-22T11:00:00Z,WD_PT1H_AVG,170
2023-01-22T11:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T11:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T11:00:00Z,PA_PT1H_AVG,1039.8
2023-01-22T11:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T12:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAtgKtTlOD3G8JIA6FsdoNdD115dPb071rc1kAqy6cOgUg
zR8bV8xMEI1D7qbZrXEAJ2Z77pTkRwD6OdPDwpth2GZ+yPBssplU3EPN2cGB9dft
kHChK/ZLKyGYxpB7RvzAJoNZL8Uf6x+KnoEq7+ZugS1T8FQ6irOkxLJ0IrKSe8oO
3d2tu5gHdFzL7o+1VmJlmCnIBmOzuWF"
2023-01-22T12:00:00Z,TA_PT1H_MAX,-4.9
2023-01-22T12:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//RNiOonnF+DvRBE2o9cJknbkFSTVHQ8pni0MrpqQGHf3E
Bt/tY0VJT921BM+A1XU1xxTKasqKuXapx3l0ogr3fgpAtHxDjixige+5xfU000zD
H42HC+dcHIJFqCn3huulgC4Ac86OIj49QRsqOaq7qoE/P+lg89NMIZCvQrYhfq4i
rAV6iwfAvtfOiC4bMPXd13k/0t30aK3"
2023-01-22T12:00:00Z,RH_PT1H_AVG,96
2023-01-22T12:00:00Z,WS_PT1H_AVG,2.9
2023-01-22T12:00:00Z,WS_PT1H_MAX,3.8
2023-01-22T12:00:00Z,WS_PT1H_MIN,1.8
2023-01-22T12:00:00Z,WD_PT1H_AVG,163
2023-01-22T12:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T12:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T12:00:00Z,PA_PT1H_AVG,1039.7
2023-01-22T12:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T13:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAjyuSTagAS7xW0YizmWeU/NuOeTJhsn3KrVPXsQEuIP6I
honhSCemS9lD7DSInLs1T/c+vgDq99N7lFE1tiskXqWvzUrUYgkb5jeJORXH8/1s
eoY9gIYKu90pVHEMiaa/lZP9epG7np/iFHN5Xz4EEpVCJntwXxMKXLahcD2bu7Iw
nvG6GorD47Ys6IRBwVBlK/8OloCMW9L"
2023-01-22T13:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//QjLkx98ZxuRwjTgV9p6WtzlZxoZCfUj1OyUTszgsAl4E
RXJBIW1owbMMEZDysGCXpXq+dGDl1A5ZaZ/Xe44G6E7fhV28WvVg6jGxE0C58prl
1fik91DARHALtvynCQtkyHl56e+RBIJZ0eArduf/zqtbt4SmDckKuzRtQDvKP32c
OtduHFddFyPUKRLPWJFgm8KDlBDCehp"
2023-01-22T13:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAu0aVv9he9/zofrpUXtP5eYlIWYig88mNrQLucBThuk2M
WU8nC89Y6BL7cowtqBAHoExJESuXueGlKsL6R0dtLfcw5qA90K1aiWix+Mh+ypp+
iOhokoE+EfKp+1Hb+E9cAmI6dmLJBd+cndTEf6i9ngUzo5gHxMcvlXKapKgO4/+0
OzU9JtqJaeZKn5HRNEliNSojXsMRGhC"
2023-01-22T13:00:00Z,RH_PT1H_AVG,95
2023-01-22T13:00:00Z,WS_PT1H_AVG,3.1
2023-01-22T13:00:00Z,WS_PT1H_MAX,3.7
2023-01-22T13:00:00Z,WS_PT1H_MIN,2.8
2023-01-22T13:00:00Z,WD_PT1H_AVG,158
2023-01-22T13:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T13:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T13:00:00Z,PA_PT1H_AVG,1039.5
2023-01-22T13:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T14:00:00Z,TA_PT1H_AVG,-5.4
2023-01-22T14:00:00Z,TA_PT1H_MAX,-5.2
2023-01-22T14:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQILA6lfX7IuZSTAAQ/4kzORNWLgTFTRhahVsUa/Bwkj1/XmqXCSpDocU7NW6Ay1
xEh7g/Ln3ly2B12qpjTVY5siOjSxjAJhIIFOIkknGps+3tG9eFITBUFqm/A+hBJu
b0CNvBRcia/rSUBoDFFJqH+UgcmoHYVk1/xvz7wKcNzgdWLOZWzhXYJSyIn+JTn9
jUnX7Zwa74OejUSfKO0YDp6Soq3TJ82"
2023-01-22T14:00:00Z,RH_PT1H_AVG,96
2023-01-22T14:00:00Z,WS_PT1H_AVG,3
2023-01-22T14:00:00Z,WS_PT1H_MAX,4.1
2023-01-22T14:00:00Z,WS_PT1H_MIN,2.4
2023-01-22T14:00:00Z,WD_PT1H_AVG,180
2023-01-22T14:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T14:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T14:00:00Z,PA_PT1H_AVG,1039.5
2023-01-22T14:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T15:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA2VELI48WxEivE5RyMw72lWlJOHFPYYK8sc5iqPJysxPS
5Ua2BCy2berHRPF80AljJy9ri7ROtZjXsN6v4iHxgv2IS1MY1v7uL5ObM++hu4Im
a0ABTxBOIUx7xa5uY3WKHQwUNsCgvAwFP2ZlWrzTYhiqZljiV4f+Nd8OlP9h1d6o
lhT1hbDHi/179WOA11S6uIRZsphTeK9"
2023-01-22T15:00:00Z,TA_PT1H_MAX,-5.6
2023-01-22T15:00:00Z,TA_PT1H_MIN,-5.9
2023-01-22T15:00:00Z,RH_PT1H_AVG,96
2023-01-22T15:00:00Z,WS_PT1H_AVG,2.8
2023-01-22T15:00:00Z,WS_PT1H_MAX,3.8
2023-01-22T15:00:00Z,WS_PT1H_MIN,2
2023-01-22T15:00:00Z,WD_PT1H_AVG,174
2023-01-22T15:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T15:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T15:00:00Z,PA_PT1H_AVG,1039.3
2023-01-22T15:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T16:00:00Z,TA_PT1H_AVG,-6.1
2023-01-22T16:00:00Z,TA_PT1H_MAX,-5.9
2023-01-22T16:00:00Z,TA_PT1H_MIN,-6.4
2023-01-22T16:00:00Z,RH_PT1H_AVG,95
2023-01-22T16:00:00Z,WS_PT1H_AVG,3.2
2023-01-22T16:00:00Z,WS_PT1H_MAX,3.8
2023-01-22T16:00:00Z,WS_PT1H_MIN,2.6
2023-01-22T16:00:00Z,WD_PT1H_AVG,171
2023-01-22T16:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T16:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T16:00:00Z,PA_PT1H_AVG,1039.2
2023-01-22T16:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T17:00:00Z,TA_PT1H_AVG,-6.4
2023-01-22T17:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+N0x1rQPBIFsWLusl5S1DaSPs7tfhu3xj4kXdFDqYw7zg
ZQnuFT6nlZ1IN9JBV3GLLSLmsIzQM1x2/GkmNVT4R/83PnOdCETD/6N1468F2qLd
XqBvg/Vf9yLehf8k+vIMKAoQUnZVLxoRFIc9ua1BL7v6g4bBm71oOMGAaS9EPHzD
ihvydDaTagT1t39zxy+yPNc4wyn2dan"
2023-01-22T17:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//d942Fdb2XINab+NXDrQSxGN416fHPAybvmaAbGJ58Hmc
By8m69DPOh0eKPPnIvHMFbk7Ot1jx8oWd27HOsDkYqi1Sg/bkcKv9tQqAnFYLCnw
usdEktQasyix7Ooa5YzGgW6eSkPDuqsPB+zUw7A3S5sHNtfZIHBK+Xqi3Q8zjZd5
yUDf5INAXI7PfcZP1E3fZh08Omfr22G"
2023-01-22T17:00:00Z,RH_PT1H_AVG,95
2023-01-22T17:00:00Z,WS_PT1H_AVG,2.9
2023-01-22T17:00:00Z,WS_PT1H_MAX,3.5
2023-01-22T17:00:00Z,WS_PT1H_MIN,2.6
2023-01-22T17:00:00Z,WD_PT1H_AVG,171
2023-01-22T17:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T17:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T17:00:00Z,PA_PT1H_AVG,1039
2023-01-22T17:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T18:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//Xamqz4TrYzPvNQSs52HHg/W7pRBYspaVKHDCYHB15IWf
/Xujj/9tUmYECUj1f314gPLeCq5sIaPWsnU4n+hJ4Xma5imMX6znopk0zeDCVLAh
+/VwJA+P2IsZ+QF7n5dKCplNpEM4XH9pSm9pH2yNBLglqASUAcwsz59WJNzmNjnK
pAwpRe67/PDTToz2ohDuoweOzI52fdY"
2023-01-22T18:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9HF8/87vvaPFSzQEwtJzueq7TSX7VGD440eWCpjmnO8Gg
rc6IbEdYf7nPvg/wVL6tD8x9+xFNr70GiftFTNMFwTb55XnTgN0v9RUF+96owKza
qAMm1BlW+kiXoQUf87VP+iIyESFT85Y8Ha+GG7ZJhy7bzQvL+gVoFHdWKnHmw4SU
eldF+jSKFNIEiZaGDr191kTOjNSCJZh"
2023-01-22T18:00:00Z,TA_PT1H_MIN,-7
2023-01-22T18:00:00Z,RH_PT1H_AVG,94
2023-01-22T18:00:00Z,WS_PT1H_AVG,3
2023-01-22T18:00:00Z,WS_PT1H_MAX,3.6
2023-01-22T18:00:00Z,WS_PT1H_MIN,2.5
2023-01-22T18:00:00Z,WD_PT1H_AVG,174
2023-01-22T18:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T18:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T18:00:00Z,PA_PT1H_AVG,1038.9
2023-01-22T18:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T19:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//fYFsOZBPOuhHqHI8V5t3L/l383NayoerIk52n8cvj79v
E3P1PW40369pKOvJzXt10LT4cfc1fQwjcCFf5Dvq4fFtJTjjiN/MagXr5UuMlgNW
x2bq/VcdvTKx+zIghZ37yM3rCn8pe+9votb+XO8Wez4pOfdF/zGuXGgSEldlLj5f
cGn4HrQnEtI/DtggoENDZQKHpnN++by"
2023-01-22T19:00:00Z,TA_PT1H_MAX,-7
2023-01-22T19:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA0gLnYThV6I71fTloEMA9SfmwoLDyONMpwpJvyc08M08R
X+GHZ1/MyDSvB+cbi2jBcy3EyuBYuPOvxEN1ybL3ZA0VVr0hSXhJjV3muZV511dj
Menjg1vJlMb08zw746AAw7UynlzFsw1SDf7OIZ30VeEz1cB07gUoWHgt8j9KOMLU
nK+Xwffv0bjjCDDlPklVHFllmbqZNOr"
2023-01-22T19:00:00Z,RH_PT1H_AVG,94
2023-01-22T19:00:00Z,WS_PT1H_AVG,3.1
2023-01-22T19:00:00Z,WS_PT1H_MAX,3.5
2023-01-22T19:00:00Z,WS_PT1H_MIN,2.6
2023-01-22T19:00:00Z,WD_PT1H_AVG,174
2023-01-22T19:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T19:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T19:00:00Z,PA_PT1H_AVG,1038.7
2023-01-22T19:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T20:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//TnDMO6cPQpb6ByUPce8sz6kBr2AKfQOK2vrHhOd3jsFz
ZsvRXxVoelixazMcJ1UehJcUvSgMA7FWTxetand/jW2UEC+Yaf14I6S6j8nQ0GQA
+vBdol9TW39r/DZJ2e2EF5v9MAQGW/J0VPJv5FnVFk74Lc1O2C9KRRxos+hUue2H
Bh6O1Rh+9ZzBvzN1pmycCS3ajP6aXbe"
2023-01-22T20:00:00Z,TA_PT1H_MAX,-7
2023-01-22T20:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAsCl6ZsHtK7/KqoRU0zJpAU4g+rbYodzkXxY/CFVoI/gM
OY9gDWtxpjg9az2Z6AMP7LNH3jhyjN/crA0HJCIOZMnol2Z7ly8YRbWHd2o44q83
Fm1A4vaBhIhz0fnJUaSkg6WFNAW1umai6HSITWwx/vziA0PuS+buwDItSgTGI9up
bFngB04kONBIfCX1Ujg1TXqyiz6Vp94"
2023-01-22T20:00:00Z,RH_PT1H_AVG,94
2023-01-22T20:00:00Z,WS_PT1H_AVG,3.3
2023-01-22T20:00:00Z,WS_PT1H_MAX,3.7
2023-01-22T20:00:00Z,WS_PT1H_MIN,2.9
2023-01-22T20:00:00Z,WD_PT1H_AVG,175
2023-01-22T20:00:00Z,PRA_PT1H_ACC,NaN
2023-01-22T20:00:00Z,PRI_PT1H_MAX,NaN
2023-01-22T20:00:00Z,PA_PT1H_AVG,1038.7
2023-01-22T20:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-22T21:00:00Z,TA_PT1H_AVG,-7.2
2023-01-22T21:00:00Z,TA_PT1H_MAX,-7.1
